,Ultimate Parent Name,Country,Ultimate Parent ISIN,Latitude,Longitude,ExposureScore_Composite_ModerateHigh_2020,ExposureScore_Composite_ModerateHigh_2030,ExposureScore_Composite_ModerateHigh_2040,ExposureScore_Composite_ModerateHigh_2050,ExposureScore_Composite_ModerateHigh_2060,ExposureScore_Composite_ModerateHigh_2070,ExposureScore_Composite_ModerateHigh_2080,ExposureScore_Composite_ModerateHigh_2090
18956,China Guangfa Bank,China,,23.36626,116.7385,69,71,71,72,74,74,77,80
45063,Axis Bank,India,INE238A01034,19.92591,84.57873,76,75,71,72,70,72,75,76
51369,Blackstone Inc.,India,US09260D1072,19.114178,72.86535,46,55,56,54,56,59,64,64
49837,National Grid plc,United Kingdom,GB00BDR05C01,51.459376,0.246117,78,80,76,79,82,81,85,86
36909,India,India,,11.0429,76.07666,68,68,67,69,67,69,72,70
24607,The South Indian Bank,India,INE683A01023,23.02704,72.57155,76,75,75,70,73,72,72,73
47669,Norsk Hydro ASA,Netherlands,NO0005052605,53.165522,6.732449,75,78,81,84,86,88,89,91
33369,Standard Chartered PLC,China,GB0004082847,38.91996,121.6372,65,67,68,70,75,74,77,80
17249,Haining China Leather Market C,China,CNE100000KP2,30.505933,120.670694,70,70,71,75,77,77,78,79
16267,Banca Mediolanum S.p.A.,Spain,IT0004776628,42.16209,-8.62122,73,75,73,76,78,79,84,85
43032,Altarea SCA,France,FR0000033219,43.65939,7.19753,70,71,68,73,74,76,80,81
2221,India,India,,9.947157,78.82754,77,77,76,77,76,80,78,81
42061,Zorlu Enerji Elektrik Üretim A,Turkey,TRAZOREN91L8,37.956776,28.843238,81,83,83,85,84,89,89,92
48875,Hera S.p.A.,Italy,IT0001250932,44.483333,12.283333,79,80,80,82,85,88,91,93
20451,India,India,,23.16318,79.92893,78,77,75,72,72,73,71,72
55317,Banca Transilvania S.A.,Romania,ROTLVAACNOR1,46.5752,24.60348,74,78,76,81,84,86,88,90
14630,State-Owned Assets Supervision,China,,27.48779,110.612,68,71,73,77,81,83,84,87
40633,Catena AB (publ),Sweden,SE0001664707,56.12329,12.92647,67,70,70,81,84,84,86,88
25847,India,India,,29.38038,79.46356,85,84,80,78,78,78,78,81
41953,India,India,,20.31262,86.62393,58,57,53,56,58,60,67,69
56373,ING Groep N.V.,Poland,NL0011821202,52.24001,20.91178,69,69,70,74,75,76,76,80
25587,Castellum,Sweden,SE0000379190,59.28933,18.05589,67,70,69,78,80,84,86,90
28461,Sichuan Tianfu Bank Co.Ltd,China,,26.56984,106.7173,63,66,67,71,76,79,80,82
33529,Erste Group Bank,Croatia,AT0000652011,45.43304,13.52072,69,73,68,73,78,81,86,87
54260,India,India,,23.13334,73.61672,79,77,78,74,76,74,73,75
28502,JB Financial Group Co. Ltd.,South Korea,KR7175330000,37.4869,126.9828,78,78,80,78,85,83,85,86
13767,HSBC Holdings plc,China,GB0005405286,22.9328,112.031,63,64,64,64,68,68,70,72
5272,Wienerberger AG,Croatia,AT0000831706,45.34294,18.4207,67,70,66,71,75,80,83,84
45717,China,China,,22.52846,114.0564,67,68,66,69,71,73,74,76
17920,Kuwait Finance House K.S.C.P.,Turkey,KW0EQ0100085,40.98474,37.87993,66,65,67,70,72,74,77,79
14863,India,India,,10.99778,76.97128,71,71,68,67,66,66,68,69
8024,Diös Fastigheter AB,Sweden,SE0001634262,60.60536,15.63506,69,72,69,78,82,81,86,89
27348,DCC plc,United Kingdom,IE0002424939,52.691557,-1.096172,74,76,76,81,85,87,91,91
37121,Banco Santander S.A.,Spain,ES0113900J37,43.05346,-2.181564,77,76,73,78,79,82,86,89
9203,Fondul Proprietatea SA,Romania,ROFPTAACNOR5,46.61562,26.89751,69,73,71,79,84,86,87,89
1052,Aedifica SA,Finland,BE0003851681,60.22513,24.00169,66,66,69,79,83,84,87,89
2310,China,China,,41.78399,123.366,76,74,69,76,75,75,80,79
18351,Morgan Stanley,Germany,US6174464486,52.526863,13.314106,75,75,74,72,77,76,80,81
48157,China,China,,31.10588,121.3764,79,79,81,83,85,86,87,88
319,CaixaBank S.A.,Spain,ES0140609019,41.38031,2.128532,68,68,65,68,71,74,76,75
32188,Shanghai Rural Comm Bk,China,CNE100004QD7,31.15265,121.407,79,80,81,84,86,86,87,88
2094,Bank of Ireland Group Plc,United Kingdom,IE00BD1RP616,54.60056,-7.29497,72,75,76,80,79,83,83,86
27146,Banco BPM S.p.A.,Italy,IT0005218380,45.43096,10.18264,78,79,76,80,83,84,88,88
20923,Axis Bank,India,INE238A01034,12.03219,75.2657,38,35,38,40,42,47,51,54
34740,LSGA Holdings Ltd.,Portugal,,32.64888,-16.90517,52,51,48,47,49,49,50,50
47480,Ministero dell'Economia,Italy,,45.72353,11.67769,73,76,71,76,80,82,87,87
40505,Ecobank Transnational,Niger,TG0000000132,13.7956,5.2553,80,78,74,73,72,72,73,74
14699,ArcelorMittal S.A.,Germany,LU1598757687,51.307615,12.184669,76,78,74,79,83,87,90,89
32577,Olam Group,Zambia,SGXE65760014,-15.420267,28.297191,68,66,64,63,65,69,74,75
47730,India,India,,23.63969,87.2275,71,68,66,64,66,62,65,68
52520,Hong Yang Group,China,,32.28357,119.1944,66,67,68,74,77,78,79,83
9656,First Abu Dhabi Bank P.J.S.C.,United Arab Emirates,AEN000101016,24.49555,54.36406,72,80,76,81,85,83,88,89
53652,China,China,,27.9628,116.3793,64,66,68,69,72,72,74,75
21217,Growthpoint Properties Ltd.,South Africa,ZAE000179420,-25.77209,28.23272,76,76,73,78,81,82,83,85
18699,Lafarge Africa Plc,South Africa,NGWAPCO00002,-26.211881,27.662877,78,79,79,82,85,87,89,91
10811,Erste Group Bank,Croatia,AT0000652011,45.74808,16.61279,65,71,66,70,77,79,84,84
834,Shinhan Financial Group,South Korea,KR7055550008,37.49552,126.7672,72,73,74,72,81,78,82,82
10144,India,India,,11.71656,75.5888,58,56,55,60,61,63,67,67
40074,SASAC,China,,40.35445,116.83334,76,75,73,72,73,71,72,72
21866,Big Yellow Group Plc,United Kingdom,GB0002869419,51.3727,-0.29139,79,81,77,79,82,81,84,85
52889,China,China,,23.08952,113.2771,63,64,62,64,67,67,69,72
44804,ICICI Bank,India,INE090A01021,33.86323,74.76658,78,79,77,78,78,81,83,84
20427,China,China,,40.37978,111.8237,82,83,81,81,84,83,85,87
19186,Metrobank Bank & Trust,Philippines,PHY6028G1361,15.07745,120.6411,78,77,78,83,84,85,87,88
27254,ICICI Bank,India,INE090A01021,24.59914,73.68815,76,74,71,70,72,71,71,76
24758,Mattioli Woods plc,United Kingdom,GB00B0MT3Y97,52.34784,-0.1975,72,75,77,83,86,87,90,91
8457,India,India,,26.79204,79.03789,82,79,74,74,73,70,68,74
43688,Deutsche Bk Aktiengesellschaft,Spain,DE0005140008,40.4288,-3.688999,82,82,81,85,84,84,86,87
32129,SA Corporate Real Estate Ltd.,South Africa,ZAE000203238,-26.157415,28.225362,70,71,69,73,80,82,84,86
21805,China,China,,22.28976,113.5662,74,73,74,76,78,80,81,82
54102,Piraeus Finl Hldgs S.A.,Greece,GRS014003032,39.92628,21.80853,79,82,81,85,86,89,91,91
23677,China,China,,31.70451,118.5059,62,64,64,67,71,70,71,72
14011,Qatar,Turkey,,40.34805,27.97649,78,80,80,81,81,84,86,87
51341,SB Group,Finland,,63.55874,27.18843,71,69,72,78,82,84,86,88
14743,China,China,,34.28042,108.935,77,79,78,79,82,82,83,85
26818,China,China,,23.00832,113.0556,63,64,64,65,69,67,70,72
37620,Sembcorp Industries Ltd,India,SG1R50925390,27.385368,72.32009,81,77,74,73,72,71,74,74
1594,The Interbank Dep Protection F,Italy,,37.38425,14.36576,78,81,80,84,87,90,91,92
33211,Ministry of Finance,Poland,,50.09174,19.94781,69,72,70,77,80,82,85,86
31949,Clayton Dubilier & Rice LLC,United Kingdom,,53.7778739,-3.0280833,72,75,72,74,75,78,80,82
40092,India,India,,22.31227,73.16473,72,70,71,68,70,70,70,72
34131,Intesa Sanpaolo S.p.A.,Italy,IT0000072618,40.99489,17.21868,80,82,82,83,85,86,88,89
39062,Groupe BPCE,France,,48.86165,2.341213,67,69,68,74,76,79,81,81
43643,Groupe BPCE,France,,48.86912,2.417246,67,69,68,74,76,79,81,81
34992,China,China,,25.25541,110.2842,66,69,71,74,74,76,77,78
33450,Safinco NV,Netherlands,BE0169451896,52.35771,5.51113,70,74,73,80,83,86,88,90
50648,Bank Guiyang Co.,China,CNE100002FX2,26.6371,106.3598,67,69,71,77,83,88,88,90
7454,India,India,,19.84477,73.99844,82,81,79,76,77,77,76,77
9200,Republic of Turkey Ministry,Turkey,,36.98655,35.32634,80,82,82,83,83,85,85,88
28340,China,China,,28.58102,121.3653,77,78,79,80,83,83,84,85
45137,India,India,,31.5406,75.23495,73,67,65,64,63,61,58,66
28114,Equinix Inc.,India,US29444U7000,19.1138973,72.8927801,46,55,56,54,56,59,64,64
4610,China,China,,27.34427,103.7193,63,65,63,70,72,79,80,82
9080,WESCO International Inc.,France,US95082P1057,48.971506,2.506619,70,74,72,81,85,87,90,90
51753,Bank Liuzhou,China,,24.31196,109.4463,71,72,74,76,80,83,83,85
35942,Wickes Group plc,United Kingdom,GB00BL6C2002,51.4905641,0.0212255,78,80,76,79,82,82,85,86
15708,Standard Chartered PLC,South Korea,GB0004082847,37.60759,127.1565,78,76,76,77,83,82,83,85
1469,Co-Operative,United Kingdom,,56.5896389,-3.3424625,72,76,74,78,78,82,82,85
10953,Co-Operative,United Kingdom,,51.4486045,0.013382,78,80,76,79,82,82,85,86
18176,China,China,,22.22478,113.5552,75,75,76,78,79,81,83,84
633,Ministry of Finance,United Kingdom,,51.73931,1.1746,51,56,51,58,65,66,75,76
48405,Ministry of Finance,Poland,,50.30246,18.91261,66,67,67,72,73,74,78,79
47872,China,China,,22.84824,114.1469,67,67,65,69,71,71,73,75
35997,China,China,,33.78504,104.3659,56,61,62,67,76,79,82,84
11988,China,China,,37.88281,112.5481,78,79,79,77,79,80,81,80
4764,Republic of Turkey Ministry,Turkey,,39.77089,28.88653,75,79,83,85,88,90,92,92
53775,Lloyds Banking Group plc,United Kingdom,GB0008706128,55.93994,-3.180147,70,75,73,77,77,82,83,86
54611,Standard Bank,Botswana,ZAE000109815,-24.678635,25.92518,82,80,76,77,80,82,83,83
10132,RWE Aktiengesellschaft,France,DE0007037129,48.37507,2.9142,78,81,79,87,90,91,93,93
23250,Banco Comercial Português S.A.,Poland,PTBCP0AM0015,52.429,19.46191,68,68,70,76,80,80,82,85
55415,Crédit Agricole Group,France,,45.75762,4.858641,69,70,67,69,73,72,77,78
926,Crédit Mutuel Group,France,,49.1392,-0.37694,79,81,80,87,88,89,92,92
14774,Banca Transilvania S.A.,Romania,ROTLVAACNOR1,46.55734,23.80809,65,67,65,73,78,81,84,86
47266,KBC Group,Slovakia,BE0003565737,48.02763,17.30946,65,71,67,74,78,81,84,86
13335,"Ener1, Inc.",Philippines,,14.831751,120.447303,74,72,73,77,78,81,84,85
45845,Gruppo Ceramiche Ricchetti S.p,Italy,,44.509086,10.871134,68,71,65,71,77,80,84,85
45035,Engie SA,Italy,FR0010208488,43.8736,7.54415,73,77,74,79,82,85,89,89
48130,Türkiye Is Bankasi A.S.,Turkey,TRAISCTR91N2,39.49902,34.75372,81,81,83,84,86,89,90,91
40320,Barclays PLC,United Kingdom,GB0031348658,51.2992679,0.4450299,75,78,75,82,86,87,90,91
8864,China,China,,24.46143,118.1013,72,72,75,76,78,78,83,85
40288,Finland,Germany,,52.37268,9.71464,76,76,72,75,79,81,83,83
23698,ICICI Bank,India,INE090A01021,23.43739,88.25421,65,65,56,56,57,54,55,58
24779,Groupe BPCE,France,,44.61218,4.40942,72,74,71,73,76,78,84,84
24420,China,China,,34.42564,115.6391,59,62,62,63,63,65,66,67
33786,China,China,,22.79735,108.3608,68,72,74,76,80,84,81,84
2042,Kotak Mahindra Bank,India,INE237A01028,16.49566,80.40274,77,74,69,69,71,68,68,69
26190,Diös Fastigheter AB,Sweden,SE0001634262,63.17661,14.63986,67,69,67,71,74,75,78,78
11348,India,India,,20.30343,86.34655,63,60,56,59,59,61,67,67
50134,Bank Beijing,China,CNE100000734,31.22339,121.533,80,80,82,84,86,86,88,88
41508,General Mills Inc.,Spain,US3703341046,40.473836,-3.676139,82,82,81,85,84,84,86,87
36945,Caisse régionale de Crédit Agr,France,,46.1076,5.826858,71,73,68,72,79,80,86,85
8336,LC Corp B.V.,Poland,,52.08947,16.6501,73,75,76,79,84,85,88,89
54549,India,India,,27.56678,76.62626,74,72,70,68,69,67,66,69
748,Handelsbanken,United Kingdom,SE0007100599,51.49363,-0.245586,78,81,77,79,81,81,84,85
51237,Credito Agrícola Group,Portugal,,40.26851,-8.432152,75,74,74,79,80,80,85,86
9742,Industrial Bank,China,CNE000001QZ7,30.62071,114.3998,62,65,68,69,72,70,73,74
38478,India,India,,21.10194,85.04561,71,71,66,65,62,65,68,68
17225,Groupe BPCE,France,,48.82363,1.991487,68,72,71,79,84,87,89,89
34335,Banco Santander S.A.,Spain,ES0113900J37,40.56549,-3.265003,84,85,84,88,88,89,92,93
41186,Edelweiss Finl Svcs Ltd,India,INE532F01054,17.424212,78.430781,80,78,76,74,76,74,74,73
1690,Groupe BPCE,France,,41.59817,9.27491,69,74,70,76,79,84,86,88
43482,National Bank Greece S.A.,Greece,GRS003003035,35.33875,25.14419,72,71,72,70,69,69,68,69
22452,Unicaja Banco S.A.,Spain,ES0180907000,40.48607,-3.66261,82,82,81,85,84,84,86,87
19087,India,India,,22.05753,78.93816,73,68,63,64,64,66,67,66
18461,Gemdale Ppts & Invts Corp Ltd.,China,BMG3911S1035,32.04063,118.64349,64,67,67,73,77,77,77,81
16050,Bank of Qingdao Co. Ltd.,China,CNE100002391,36.05625,120.2965,79,80,82,80,82,84,84,87
47987,Vodafone Grp Public Ltd. Co.,United Kingdom,GB00BH4HKS39,52.2384988,-0.8936683,70,72,73,77,80,81,83,84
5203,Infineon Technologies AG,United Kingdom,DE0006231004,51.56581,-3.022702,73,77,75,79,81,82,86,88
24506,Metrobank Bank & Trust,Philippines,PHY6028G1361,14.69659,121.1202,81,79,79,83,83,85,86,86
5987,Crédit Agricole Group,Italy,,45.75592,12.84418,74,79,74,78,81,83,87,87
49625,China,China,,27.87922,112.8707,70,73,74,76,80,80,82,84
28721,NEXT plc,United Kingdom,GB0032089863,55.0313412,-1.5211549,71,75,75,78,81,85,88,89
37607,China,China,,38.03878,115.9714,79,82,78,73,72,73,75,75
31063,South Korea,South Korea,,37.64388,126.6683,76,77,75,78,83,83,86,88
8946,India,India,,12.95974,77.56839,71,69,66,63,64,64,64,65
53156,Brianza Unione di Luigi,Italy,,43.23756,12.77565,81,83,81,85,88,90,92,93
16177,Banco Santander S.A.,Germany,ES0113900J37,53.577,9.94877,66,67,67,69,74,75,77,80
21190,ICICI Bank,India,INE090A01021,21.1825,72.77937,67,66,66,65,64,67,64,67
12643,Anglo American plc,United Kingdom,GB00B1XZS820,51.5068,-3.68435,73,76,75,77,80,80,84,85
29093,China,China,,23.37965,113.1687,62,64,62,65,67,66,68,71
37857,Banco de Sabadell S.A.,Spain,ES0113860A34,38.74306,-0.438228,77,81,80,84,87,88,90,91
36019,Fastighets AB Balder,Sweden,SE0000455057,59.33887,18.05675,63,65,64,70,71,76,77,80
15385,BPER Banca SpA,Italy,IT0000066123,41.25302,13.59914,83,84,83,86,88,90,92,93
31932,Banco BPM S.p.A.,Italy,IT0005218380,45.13135,10.04481,67,70,65,70,76,78,83,82
43157,Credito Emiliano Hldg S.p.A.,Italy,,38.15158,13.33904,77,79,77,83,85,88,90,92
51248,S&P Global Inc.,Germany,US78409V1044,50.115729,8.670443,75,77,71,73,77,78,81,82
5050,India,India,,22.42298,88.41043,68,67,58,61,61,60,65,69
30929,India,India,,29.12256,76.40215,81,77,74,73,74,70,70,75
28247,China,China,,38.31676,116.8942,71,75,68,70,69,71,72,72
30855,Tesco PLC,United Kingdom,GB00BLGZ9862,56.0732634,-3.4641101,70,77,74,78,77,82,83,86
4800,Standard Chartered PLC,South Korea,GB0004082847,37.48957,126.9919,78,78,80,78,85,83,85,86
25241,Republic of Turkey Ministry,Turkey,,38.32474,26.76674,81,84,85,87,88,90,92,93
37432,Arab Bank Group,Jordan,JO1302311013,31.71517,35.79505,77,79,79,79,82,81,83,84
2912,India,India,,22.37552,70.62054,79,77,77,77,76,78,76,78
1342,UniCredit S.p.A.,Italy,IT0005239360,41.72035,12.67251,81,84,82,86,88,90,91,93
51816,Siemens Aktiengesellschaft,Spain,DE0007236101,41.9964,2.2342,76,77,75,81,84,86,89,90
55790,India,India,,19.20009,84.6167,72,70,68,71,70,73,78,78
24641,China,China,,39.99797,116.8584,80,81,81,78,80,79,80,81
26100,Crédit Agricole Group,France,,43.44917,5.86151,72,77,75,81,83,85,88,89
53763,Powszechny Zaklad Ubezpieczen,Poland,PLPZU0000011,51.41744,21.96605,65,67,68,75,78,80,81,86
7082,China Merchants Bank,China,CNE000001B33,24.51269,117.6669,72,72,72,73,73,76,78,79
7725,Dongguan Rural Comm Bk Co. Ltd,China,CNE100004QH8,23.08076,113.8254,66,66,63,67,69,69,71,73
10332,The Federal Bank,India,INE171A01029,11.74836,75.49268,47,43,47,50,50,55,57,58
16164,India,India,,12.63952,77.1419,82,81,78,77,77,78,76,78
11804,China,China,,30.83107,106.1026,66,69,66,72,75,76,78,81
38163,SASAC,China,,36.79343,118.26181,70,70,67,66,67,66,67,69
10251,IDBI Bank,India,INE008A01015,16.1428,74.42145,80,78,75,75,77,77,75,77
54623,China,China,,28.9051,111.4835,66,65,66,68,73,73,75,77
16679,China,China,,36.99233,117.9946,70,69,66,66,66,65,67,67
10619,China,China,,38.92954,100.4527,72,69,71,68,72,72,76,73
53143,Raiffeisen Gruppe,Switzerland,,47.61033,9.169257,68,72,65,72,75,82,85,86
24163,Banco Santander S.A.,Spain,ES0113900J37,41.67149,0.606818,81,85,83,88,88,90,93,92
38031,Intesa Sanpaolo S.p.A.,Italy,IT0000072618,40.92748,14.53,81,83,82,83,85,86,88,89
51973,China Banking Corp.,Philippines,PHY138161229,14.57737,120.992,76,74,74,76,78,78,81,82
7,China,China,,28.64969,120.0748,72,74,76,79,82,83,85,87
14915,China,China,,30.27332,120.1259,76,77,77,80,82,81,83,83
26679,UniCredit S.p.A.,Czech Republic,IT0005239360,49.27787,17.00031,66,72,69,75,79,83,85,86
23216,"Lopez, Inc.",Philippines,,16.91571,121.76134,81,82,82,86,87,89,89,90
18609,Zenith Bank Plc,Nigeria,NGZENITHBNK9,6.32769,5.58015,66,69,65,65,67,64,70,72
22642,DMCI Holdings Inc.,Philippines,PHY2088F1004,12.349344,123.640952,82,80,76,79,80,81,81,82
11596,Access Holdings Plc,Nigeria,NGACCESS0005,7.98572,5.09679,70,71,64,63,66,63,68,72
33969,Türkiye Is Bankasi A.S.,Turkey,TRAISCTR91N2,41.07699,29.04292,77,80,81,83,84,85,88,88
1257,India,India,,30.31106,78.04522,82,79,78,78,77,78,79,80
35707,China,China,,43.17243,124.3618,76,74,71,76,77,75,82,81
36328,Poly Property Group Co.,China,HK0119000674,24.33272,109.47107,71,72,74,76,80,83,83,85
7012,Unibail-Rodamco-Westfield,France,FR0013326246,48.88174,2.47932,67,69,68,74,76,79,81,81
21627,Banco Bilbao Vizcaya Argentari,Turkey,ES0113211835,39.92865,32.84683,74,77,79,80,81,83,84,86
24014,Société Générale Société anony,France,FR0000130809,48.90918,2.33126,67,69,68,74,76,79,81,81
38840,India,India,,12.97829,77.63793,80,79,77,75,76,76,76,76
48494,Nedbank Group,Lesotho,ZAE000004875,-29.31456,27.48453,68,70,69,73,75,77,78,81
18274,BASF SE,Netherlands,DE000BASF111,51.582559,5.310157,78,84,83,89,90,92,94,94
55610,TAURON Polska Energia S.A.,Poland,PLTAURN00011,52.644703,18.001797,73,74,77,81,85,86,88,90
2631,Growthpoint Properties Ltd.,South Africa,ZAE000179420,-33.92304,18.42274,69,69,70,70,73,74,76,79
50498,Caisse Régionale de Crédit Agr,France,,47.7031,1.508949,72,76,72,78,82,84,89,89
43425,Banque Centrale Populaire,Spain,MA0000011884,43.26459,-2.934171,73,76,71,78,77,82,86,88
1788,Investcorp Holdings B.S.C.,Bahrain,BH0004670806,26.240603,50.588963,78,81,82,83,84,84,87,87
30516,Mitsubishi Corp.,United Kingdom,JP3898400001,50.8324,-0.792542,74,78,75,80,83,83,88,88
47145,Skipton Building Society,United Kingdom,,53.37326,-3.18431,68,70,68,70,72,75,77,81
926,Starbucks Corp.,United Kingdom,US8552441094,52.3950222,0.5509208,72,75,74,81,86,87,90,91
5565,Eastern & Oriental Bhd,United Kingdom,MYL3417OO002,51.49181,-0.22733,78,81,77,79,81,81,84,85
7937,Computershare Ltd,United Kingdom,AU000000CPU5,51.51792,-0.089578,78,81,77,80,81,80,84,85
21044,Aedifica SA,United Kingdom,BE0003851681,52.02079,0.24511,72,76,76,82,86,87,90,91
35071,Republic of Turkey Ministry,Turkey,,40.32265,38.76142,80,80,82,82,86,88,90,91
14479,Retail Estates N.V.,Netherlands,BE0003720340,52.33177,4.62794,69,72,70,78,82,83,87,89
12273,Metrobank Bank & Trust,Philippines,PHY6028G1361,16.41204,120.5984,78,79,78,82,84,87,88,89
55966,India,India,,20.22478,78.2907,71,67,63,61,61,59,60,60
3101,ICICI Bank,India,INE090A01021,28.55155,77.25388,65,58,52,51,52,47,46,52
8257,Chen Ting Sen (PTC) Ltd.,China,,36.02014,119.42683,80,84,81,80,83,85,85,88
48230,IDBI Bank,India,INE008A01015,30.8485,76.14253,81,77,74,75,76,73,70,75
3971,HSBC Holdings plc,United Kingdom,GB0005405286,52.45905,-1.94781,71,72,71,75,79,79,82,84
48174,Midea Dev. Holding (BVI) Ltd.,China,,26.64512,106.64743,63,66,67,71,76,79,80,82
18848,Walgreens Boots Alliance Inc.,United Kingdom,US9314271084,55.7397802,-3.9736481,71,76,74,77,76,81,82,84
48559,Republic of Turkey Ministry,Turkey,,40.14618,26.40322,79,81,81,82,82,84,86,87
56072,Mediobanca Banca di Credito Fi,Italy,IT0000062957,41.86887,12.52765,83,85,83,87,89,91,92,94
50855,India,India,,30.25446,77.99304,81,78,74,74,72,75,74,77
46578,Hill & Smith Holdings PLC,United Kingdom,GB0004270301,51.501874,-3.561743,73,76,75,77,80,80,84,85
25615,India,India,,26.88653,75.76777,77,74,70,72,70,69,67,70
38938,Crédit Agricole Group,France,,44.9367,4.36831,72,73,70,72,75,77,82,82
19400,Marks & Spencer Group plc,United Kingdom,GB0031274896,54.6474788,-5.6564994,72,74,75,79,80,83,84,87
33252,China,China,,38.02516,114.4801,76,74,72,67,66,66,67,67
26414,Caisse Régionale de Crédit Agr,France,,43.59122,-0.750914,81,83,82,87,88,90,92,93
30306,Shanghai Pudong Development,China,CNE0000011B7,34.51214,109.4758,65,69,70,71,75,75,77,78
15210,Midea Dev. Holding (BVI) Ltd.,China,,29.065,111.71967,68,68,72,74,80,80,82,84
28535,China,China,,39.91509,116.5987,78,79,78,76,78,76,77,78
21123,India,India,,11.23972,75.80868,62,61,63,65,64,64,69,68
36886,Perrigo Co. plc,Ireland,IE00BGH1M568,53.33932,-6.240131,68,71,70,75,76,79,81,83
27105,American International Group,Germany,US0268747849,48.134985,11.598707,67,70,64,67,72,75,77,78
20598,J Sainsbury plc,United Kingdom,GB00B019KW72,51.7480922,-0.018542,80,83,80,84,86,86,90,91
24612,Société Générale Société anony,France,FR0000130809,46.35469,6.13903,71,72,68,71,77,78,83,82
51058,China,China,,39.83528,118.1715,77,79,77,76,77,77,79,79
39593,Holcim Ltd,Luxembourg,CH0012214059,49.610346,6.128159,71,72,70,74,76,76,81,82
9625,SNT Corp.,France,JP3379600004,50.49,3.35,83,85,83,87,89,91,94,94
35144,Ecobank Transnational,Malawi,TG0000000132,-15.78731,35.005149,64,63,64,72,76,77,82,82
55517,China,China,,31.30994,121.35,69,71,72,74,79,79,81,82
25272,Barclays PLC,United Kingdom,GB0031348658,51.88401,-3.991996,72,74,75,76,78,78,83,85
32065,Groupe BPCE,United Kingdom,,51.513021,-0.14731,78,81,77,80,81,80,84,85
4338,China,China,,23.11788,113.9573,69,69,68,71,74,75,77,79
14441,China,China,,29.35377,104.775,64,68,67,72,75,78,78,79
56164,India,India,,29.17711,73.82806,81,76,76,73,75,72,73,74
51122,Attijariwafa bank SA,Tunisia,MA0000012445,36.83994,10.11638,73,78,75,78,77,80,82,85
32439,China,China,,30.91979,117.8087,63,65,65,66,72,69,73,74
5479,China,China,,33.85101,118.7415,62,68,68,72,75,76,77,80
9277,Kingfisher plc,United Kingdom,GB0033195214,53.1964549,-2.9101551,73,74,73,76,80,83,86,89
30972,State Bank of Vietnam,Vietnam,,19.80642,105.7792,63,61,62,63,67,70,71,72
19490,China,China,,26.83679,116.8389,70,69,73,75,80,79,84,84
47193,Groupe BPCE,France,,47.25478,3.68406,79,81,78,86,90,92,93,93
44202,India,India,,12.25593,75.12936,54,52,54,56,59,63,67,69
5661,China,China,,24.30971,116.1214,71,72,73,74,73,73,75,76
49296,Powszechny Zaklad Ubezpieczen,Poland,PLPZU0000011,51.3664,17.46664,66,70,69,74,79,81,83,85
47568,State Bank of Vietnam,Vietnam,,20.9947,105.8481,67,66,66,65,70,71,73,72
11893,Repubblica e Cantone Ticino,Switzerland,,46.51746,8.67772,72,74,67,72,72,72,75,73
23230,Enel SpA,Spain,IT0003128367,42.1133,2.20886,77,78,76,83,86,89,91,91
55709,India,India,,17.90743,77.52713,83,81,78,76,77,75,74,74
32231,Bank of Comms Co. Ltd.,China,CNE100000205,26.08079,119.2971,73,74,74,76,76,79,80,81
21382,Hana Financial Group,South Korea,KR7086790003,37.5738,127.0162,79,77,77,78,84,83,84,86
35170,Telefónica S.A.,United Kingdom,ES0178430E18,51.500153,-0.126236,78,81,77,80,81,80,84,85
52200,J Sainsbury plc,United Kingdom,GB00B019KW72,54.9804741,-1.4893203,70,71,70,74,76,79,82,83
36836,Britvic plc,United Kingdom,GB00B0N8QD54,53.8064,-1.64919,73,74,72,74,76,77,79,82
47864,Globe Trade Centre,Bulgaria,PLGTC0000037,42.69843,23.30948,77,79,77,79,80,79,82,83
5385,China,China,,31.85196,117.2953,66,70,69,71,74,73,76,76
45397,Hana Financial Group,South Korea,KR7086790003,36.34986,126.5941,74,74,76,78,84,85,87,88
35204,Walgreens Boots Alliance Inc.,United Kingdom,US9314271084,51.0720012,-4.1264913,72,75,74,78,80,81,85,86
28495,Crédit Agricole Group,France,,45.47952,4.43044,76,77,76,79,83,85,88,88
39731,Barclays PLC,United Kingdom,GB0031348658,53.69187,-1.62744,73,74,72,74,76,77,79,82
55840,Société Générale Société anony,Romania,FR0000130809,47.70566,24.43192,66,67,64,70,74,76,79,83
28879,Dubai Islamic Bank P.J.S.C.,United Arab Emirates,AED000201015,25.12261,56.32918,67,68,69,76,76,76,80,83
48114,Enel SpA,Italy,IT0003128367,37.8304,14.30078,81,83,83,86,88,91,92,93
34831,Woori Financial Group Inc.,South Korea,KR7316140003,37.37774,127.1118,77,77,77,76,83,82,83,85
28101,Fastighets AB Balder,Finland,SE0000455057,60.27058,25.09162,69,68,68,78,79,80,83,87
38136,BDO Unibank,Philippines,PHY077751022,14.43289,121.0111,79,77,76,80,80,80,82,82
14463,Banco Santander S.A.,Poland,ES0113900J37,50.67266,18.68205,69,71,71,75,76,77,79,81
52903,Banque Centrale Populaire,Morocco,MA0000011884,33.582839,-7.624437,68,69,70,72,74,76,79,80
41914,South African Reserve Bank,South Africa,ZAE000007027,-33.6442,19.4458,75,74,74,75,74,76,77,81
18736,Axpo Holding AG,Switzerland,,46.72093,8.89879,74,75,68,71,73,73,76,74
